5000,0.024,5000,0.003,254189,5957.55
10000,0.045,5000,0.004,498522,11684.11
50000,0.232,5000,0.005,2378815,55753.48
100000,0.457,5000,0.009,4660948,109240.97
500000,1.705,5000,0.010,11873114,278276.11
1000000,2.756,5000,0.011,11873114,278276.11
